"","book_num","assessment_date","release_recommendation","release_decision","psa_fta_risk_score","psa_nca_risk_score","psa_nvca_risk_score","psa_score","psa_tool_question","psa_tool_response","monitor_level"
"46","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_2",2,NA
"47","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_3",0,NA
"48","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_4",1,NA
"49","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_5",1,NA
"50","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_6",0,NA
"51","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_7",4,NA
"52","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_8",0,NA
"53","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_9",2,NA
"54","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_2a",0,NA
"55","O10187460",2019-12-31,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_5a",1,NA
"56","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_1",2,NA
"57","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_2",0,NA
"58","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_3",0,NA
"59","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_4",0,NA
"60","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_5",0,NA
"61","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_6",0,NA
"62","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_7",0,NA
"63","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_8",0,NA
"64","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_9",0,NA
"65","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_2a",0,NA
"66","U10187842",2020-01-02,"Other_Unknown","Other_Unknown",1,2,0,2,"psa_tool_response_5a",0,NA
"67","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_1",0,NA
"68","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_2",0,NA
"69","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_3",1,NA
"70","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_4",1,NA
"71","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_5",0,NA
"72","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_6",0,NA
"73","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_7",4,NA
"74","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_8",0,NA
"75","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_9",0,NA
"76","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_2a",0,NA
"77","N10190960",2020-01-21,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_5a",1,NA
"78","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_1",0,NA
"79","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_2",0,NA
"80","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_3",0,NA
"81","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_4",1,NA
"82","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_5",1,NA
"83","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_6",1,NA
"84","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_7",0,NA
"85","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_8",0,NA
"86","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_9",2,NA
"87","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_2a",0,NA
"88","N10190974",2020-01-21,"Other_Unknown","Other_Unknown",2,4,0,4,"psa_tool_response_5a",1,NA
"89","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_1",2,"High"
"90","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_2",0,"High"
"91","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_3",0,"High"
"92","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_4",0,"High"
"93","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_5",1,"High"
"94","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_6",0,"High"
"95","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_7",4,"High"
"96","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_8",0,"High"
"97","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_9",2,"High"
"98","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_2a",0,"High"
"99","O10191170",2020-01-22,"Other_Unknown","Other_Unknown",5,5,0,5,"psa_tool_response_5a",1,"High"
"100","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_1",0,NA
"101","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_2",2,NA
"102","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_3",0,NA
"103","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_4",1,NA
"104","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_5",1,NA
"105","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_6",1,NA
"106","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_7",2,NA
"107","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_8",0,NA
"108","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_9",2,NA
"109","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_2a",0,NA
"110","U10191286",2020-01-22,"Other_Unknown","Other_Unknown",4,4,1,5,"psa_tool_response_5a",1,NA
"111","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_1",0,NA
"112","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_2",2,NA
"113","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_3",1,NA
"114","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_4",1,NA
"115","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_5",1,NA
"116","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_6",1,NA
"117","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_7",0,NA
"118","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_8",1,NA
"119","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_9",2,NA
"120","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_2a",0,NA
"121","P10191851",2020-02-29,"Detain","Ineligible",4,5,1,6,"psa_tool_response_5a",1,NA
"122","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_1",0,NA
"123","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_2",0,NA
"124","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_3",0,NA
"125","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_4",0,NA
"126","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_5",1,NA
"127","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_6",0,NA
"128","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_7",0,NA
"129","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_8",0,NA
"130","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_9",2,NA
"131","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_2a",0,NA
"132","G10193235",2020-02-03,"Other_Unknown","Other_Unknown",2,3,0,3,"psa_tool_response_5a",1,NA
"133","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_1",0,NA
"134","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_2",0,NA
"135","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_3",1,NA
"136","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_4",1,NA
"137","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_5",0,NA
"138","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_6",0,NA
"139","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_7",2,NA
"140","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_8",1,NA
"141","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_9",0,NA
"142","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_2a",0,NA
"143","Z10193335",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_5a",1,NA
"144","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_1",0,"High"
"145","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_2",2,"High"
"146","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_3",0,"High"
"147","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_4",1,"High"
"148","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_5",0,"High"
"149","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_6",0,"High"
"150","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_7",4,"High"
"151","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_8",0,"High"
"152","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_9",2,"High"
"153","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_2a",0,"High"
"154","A10193482",2020-02-04,"Other_Unknown","Other_Unknown",5,4,0,5,"psa_tool_response_5a",1,"High"
"155","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_1",0,"High"
"156","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_2",2,"High"
"157","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_3",0,"High"
"158","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_4",1,"High"
"159","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_5",1,"High"
"160","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_6",1,"High"
"161","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_7",0,"High"
"162","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_8",0,"High"
"163","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_9",2,"High"
"164","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_2a",0,"High"
"165","V10196531",2020-02-21,"Detain","Detain",2,4,1,5,"psa_tool_response_5a",1,"High"
"166","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_1",2,NA
"167","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_2",2,NA
"168","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_3",0,NA
"169","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_4",0,NA
"170","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_5",0,NA
"171","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_6",0,NA
"172","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_7",0,NA
"173","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_8",0,NA
"174","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_9",0,NA
"175","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_2a",1,NA
"176","P10197312",2020-02-26,"Detain","Detain",1,2,0,2,"psa_tool_response_5a",0,NA
"177","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_1",0,NA
"178","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_2",2,NA
"179","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_3",0,NA
"180","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_4",0,NA
"181","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_5",0,NA
"182","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_6",0,NA
"183","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_7",0,NA
"184","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_8",0,NA
"185","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_9",0,NA
"186","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_2a",0,NA
"187","M10197343",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_5a",0,NA
"188","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_1",0,NA
"189","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_2",0,NA
"190","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_3",1,NA
"191","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_4",1,NA
"192","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_5",1,NA
"193","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_6",1,NA
"194","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_7",4,NA
"195","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_8",1,NA
"196","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_9",2,NA
"197","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_2a",0,NA
"198","Y10197376",2020-02-26,"Detain","Ineligible",6,6,0,6,"psa_tool_response_5a",1,NA
"199","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_1",0,NA
"200","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_2",2,NA
"201","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_3",0,NA
"202","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_4",0,NA
"203","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_5",0,NA
"204","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_6",0,NA
"205","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_7",0,NA
"206","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_8",0,NA
"207","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_9",0,NA
"208","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_2a",0,NA
"209","D10197492",2020-02-26,"Detain","Ineligible",1,1,0,1,"psa_tool_response_5a",0,NA
"210","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_1",0,NA
"211","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_2",0,NA
"212","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_3",0,NA
"213","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_4",1,NA
"214","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_5",1,NA
"215","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_6",0,NA
"216","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_7",2,NA
"217","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_8",1,NA
"218","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_9",2,NA
"219","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_2a",0,NA
"220","M10197542",2020-02-27,"Detain","Ineligible",4,4,0,4,"psa_tool_response_5a",1,NA
"221","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_1",0,NA
"222","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_2",0,NA
"223","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_3",0,NA
"224","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_4",1,NA
"225","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_5",1,NA
"226","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_6",2,NA
"227","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_7",0,NA
"228","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_8",1,NA
"229","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_9",2,NA
"230","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_2a",0,NA
"231","X10197743",2020-03-02,"Other_Unknown","Other_Unknown",3,4,0,4,"psa_tool_response_5a",1,NA
"232","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_1",0,NA
"233","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_2",2,NA
"234","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_3",0,NA
"235","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_4",1,NA
"236","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_5",1,NA
"237","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_6",1,NA
"238","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_7",0,NA
"239","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_8",1,NA
"240","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_9",2,NA
"241","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_2a",0,NA
"242","J10197925",2020-02-28,"Monitor","Other_Unknown",3,4,1,5,"psa_tool_response_5a",1,NA
"243","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_1",0,NA
"244","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_2",0,NA
"245","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_3",0,NA
"246","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_4",1,NA
"247","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_5",1,NA
"248","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_6",0,NA
"249","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_7",2,NA
"250","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_8",0,NA
"251","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_9",2,NA
"252","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_2a",0,NA
"253","P10198374",2020-03-10,"Detain","Ineligible",4,4,0,4,"psa_tool_response_5a",1,NA
"254","W10198529",2020-03-03,"Monitor","Other_Unknown",5,4,0,5,"psa_tool_response_1",0,NA
"255","W10198529",2020-03-03,"Monitor","Other_Unknown",5,4,0,5,"psa_tool_response_2",0,NA
"256","W10198529",2020-03-03,"Monitor","Other_Unknown",5,4,0,5,"psa_tool_response_3",0,NA
"257","W10198529",2020-03-03,"Monitor","Other_Unknown",5,4,0,5,"psa_tool_response_4",1,NA
